CALLID,adaptedasr_trans,adapted_person,adapted_location,adapted_time,transcript,ner_person,ner_location,ner_time
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_257709_261942,"yeah yeah yeah i guess it it will not be so 
",[],[],[],yeah. yeah. yeah. i guess. it it will not be so,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_261967_268600,"there will be no panic around when i will drop down some cookies or some sweets so i guess 
",[],[],[],there will be no panic around when i will drop down some cookies or some sweets so i guess,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_268693_273669,"there will be no don't that much attention to it because you know d i not li like policemen 
",[],[],[],there will be don't that much attention to it. because you know i not like policemen.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_281220_281825,"yeah 
",[],[],[],okay.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_303470_314805,"okay okay so maybe send me in text message some coordinates because you know like i think for the first time in munich i just heard that it's nice city but 
",[],['munich'],[],okay. okay. so maybe send me in text message some coordinates because you know like i think for the first time in munich. i just heard that it's nice city but.,[],['munich'],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_314859_326400,"i'm not familiar with that and yeah yeah so maybe have another call later on now i have to run i've got like not not much time but thank you for calling 
",[],[],[],i'm not familiar with that. and yeah. yeah. so maybe. have another call later on. now i have to run. i've got like not not much time but. thank you for calling.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_335270_335645,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_337760_341484,"yeah cool cool okay see you soon bye 
",[],[],[],yeah. cool. cool. okay. see you. see you guy.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_343390_344395,"bye 
",[],[],[],see you. bye.,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_019860_029335,"hi hi marko marko here nice to hear you nice to meet you so <unk> told me that you had fun yesterday 
",['marko'],[],['yesterday'],hi hi. marko. marko here. nice to hear you. nice to meet you. so slava told me that you had fun yesterday.,"['marko', 'marko', 'slava']",[],['yesterday']
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_030052_031025,"can you tell me more 
",[],[],[],can you tell me more?,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_049500_050355,"yeah yeah 
",[],[],[],yeah yeah.,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_052890_061216,"i'm i'm still like close by i am staying in in the city but all i have 
",[],[],[],i'm i'm still like close by. i am staying in a in the city. but all i have.,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_062065_096135,"i gave to to <unk> because i've got just only few few candies with me and now the rest i've got little bit bigger package let's say but all the rest went to one of my other friends you know so i have to take new new package and some two maybe sometimes later on or like another day because i am not the local yeah but i guess is is there chance to stay in touch with you like for the future and maybe meet another time 
",[],[],[],i gave to to slava because i've got just only few few candies with me and. now the rest. i've got little bit bigger package let's say. but all the rest went to one of my other friends you know. so i have to take new new package and some two maybe sometimes later on or. like another day because i am not the local. yeah. but i guess is is there chance to stay in touch with you like for the future and maybe meet another time?,['slava'],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_105720_111955,"yeah that would be great and are these people like from the party are you going together often to the parties 
",[],[],[],yeah. that would be great. and are these people like from the party? are you going together often to the parties?,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_129940_141615,"yeah yeah and are there like lot of <unk> here good good bars for for going there with some sweets or stuff like that is there is fine 
",[],[],[],yeah yeah. and are there like lot of discotheques here? good good bars for for going there with some sweets or stuff like that? is there is is it fine?,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_149100_149715,"okay 
",[],[],[],okay,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_154590_159665,"good good so take my number and we will stay in touch thank you 
",[],[],[],good good. so take my number and we will stay in touch. thank you.,[],[],[]
cs06M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_B_162389_164435,"perfect thank you bye 
",[],[],[],perfect. see you. bye.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_019649_020235,"hey man 
",[],[],[],hey man.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_028810_036345,"yeah everything is fine actually why i was calling you on another phone to another person 
",[],[],[],yeah everything is fine. actually why i was calling you on another phone to another person,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_037090_053735,"is reason jus ju i just wanted to tell you have time at half past three because i i knew that you got like a break but you didn't knew that i was changing like location so right now i'm i'm moving 
",[],[],['half past three'],is reason i just wanted to tell you that i will have time at half past three because i i knew that you got like a break. but you didn't knew that i was chaning like location so right now i'm i'm moving.,[],[],['half past three']
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_056270_058705,"yeah yeah yeah so 
",[],[],[],yeah yeah yeah. so.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_059490_060055,"yeah 
",[],[],[],okay.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_073940_075114,"yeah yeah 
",[],[],[],yeah yeah.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_103330_104995,"yeah 
",[],[],[],yeah yeah yeah i.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_111650_120345,"yeah that that sounds great yeah if there are no cameras around or stuff like that yeah you can just keep in mind 
",[],[],[],yeah that that sounds great yeah if there are no cameras around or stuff like that yeah you can just sit and have nice time.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_149400_149845,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_151151_151395,"
",[],[],[],so.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_166260_169226,"su sun set <unk> to to together 
",[],[],[],sun set together yeah,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_170642_176340,"i don't know if i if if you or me are right persons for that maybe 
",[],[],[],i don't know i if if you or me are right persons for that maybe.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_183680_195858,"yeah yeah i guess so actually i've got like one one lady here from from past in in munich so if you will get one on your side i can i can get in touch with mine 
",[],['munich'],[],yeah yeah. i guess so. actually i've got. like one one lady here from from past in in munich. so if you will get one on your side i can i can get in touch with mine,[],['munich'],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_213410_219005,"yeah but but better to leave business like when we will be in person 
",[],[],[],yeah. better to leave business like when we will be in person.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_219610_220595,"you never know 
",[],[],[],you never know.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_231160_231575,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_235160_248185,"cool cool just just send me then <unk> location because still i am lost like i said the last time so if you will give me the the places in advance i will find it 
",[],[],[],cool. cool. just. just send me then g p s location because still i am lost like i said the last time so if you will give me the the places in advance i will find it for sure.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_267360_268984,"yeah that that would be 
",[],[],[],yeah that that would be,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_269529_272765,"that would be best yeah yeah you 
",[],[],[],that would be best. yeah. yeah. you,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_273480_273854,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_274370_277730,"that everything or do you have anything else on your heart 
",[],[],[],is that everything or do you have anything else on your heart,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_286120_287044,"yeah yeah 
",[],[],[],yeah. yeah.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_292010_296255,"yeah yeah i'm little bit <unk> guy in with this 
",[],[],[],yeah. yeah. i'm little bit old-style guy in with this,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_300610_301205,"okay 
",[],[],[],okay.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_321070_321515,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_325290_328414,"yeah sooner sooner better 
",[],[],[],yeah. sooner. sooner better.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_329089_329964,"yeah 
",[],[],[],yeah. yeah.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_333209_334645,"yeah cool me to 
",[],[],[],yeah. cool. me to.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_335200_336505,"to my 
",[],[],[],see you. bye.,[],[],[]
cs06M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_A_337100_338125,"bye 
",[],[],[],bye.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_019649_020235,"hey man 
",[],[],[],hey man.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_028810_036345,"yeah everything is fine actually why i was calling you on another phone to another person 
",[],[],[],yeah everything is fine. actually why i was calling you on another phone to another person,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_037090_053735,"is reason jus ju i just wanted to tell you have time at half past three because i i knew that you got like a break but you didn't knew that i was changing like location so right now i'm i'm moving 
",[],[],['half past three'],is reason i just wanted to tell you that i will have time at half past three because i i knew that you got like a break. but you didn't knew that i was chaning like location so right now i'm i'm moving.,[],[],['half past three']
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_056270_058705,"yeah yeah yeah so 
",[],[],[],yeah yeah yeah. so.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_059490_060055,"yeah 
",[],[],[],okay.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_073940_075114,"yeah yeah 
",[],[],[],yeah yeah.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_103330_104995,"yeah 
",[],[],[],yeah yeah yeah i.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_111650_120345,"yeah that that sounds great yeah if there are no cameras around or stuff like that yeah you can just keep in mind 
",[],[],[],yeah that that sounds great yeah if there are no cameras around or stuff like that yeah you can just sit and have nice time.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_149400_149845,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_151151_151395,"
",[],[],[],so.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_166260_169226,"su sun set <unk> to to together 
",[],[],[],sun set together yeah,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_170642_176340,"i don't know if if you or me are right persons for that maybe 
",[],[],[],i don't know i if if you or me are right persons for that maybe.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_183680_195858,"yeah yeah i guess so actually i've got like one one lady here from from past in in munich so if you will get one on your side i can i can get in touch with mine 
",[],['munich'],[],yeah yeah. i guess so. actually i've got. like one one lady here from from past in in munich. so if you will get one on your side i can i can get in touch with mine,[],['munich'],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_213410_219005,"yeah but but better to leave business like when we will be in person 
",[],[],[],yeah. better to leave business like when we will be in person.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_219610_220595,"no never know 
",[],[],[],you never know.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_231160_231575,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_235160_248185,"cool cool just just send me then <unk> location because still i am lost like i said the last time so if you will give me the the places in advance i will find it 
",[],[],[],cool. cool. just. just send me then g p s location because still i am lost like i said the last time so if you will give me the the places in advance i will find it for sure.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_267360_268984,"yeah that that would be 
",[],[],[],yeah that that would be,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_269529_272765,"that would be best yeah yeah you 
",[],[],[],that would be best. yeah. yeah. you,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_273480_273854,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_274370_277730,"that everything or do you have anything else on your heart 
",[],[],[],is that everything or do you have anything else on your heart,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_286120_287044,"yeah yeah 
",[],[],[],yeah. yeah.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_292010_296255,"yeah yeah i'm little bit <unk> guy in with this 
",[],[],[],yeah. yeah. i'm little bit old-style guy in with this,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_300610_301205,"okay 
",[],[],[],okay.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_321070_321515,"yeah 
",[],[],[],yeah.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_325290_328414,"yeah sooner sooner better yeah 
",[],[],[],yeah. sooner. sooner better.,[],[],[]
cs06M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_A_329089_329964,"yeah 
",[],[],[],yeah. yeah.,[],[],[]
