CALLID,ASR,ASR_boosted,asr_ner,asr_boosted_ner,asrbaseline_person,asrbaseline_location,asrbaseline_time,transcript,ner_person,ner_location,ner_time
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_073080_089814,"uh let's see like we were talking about munich i guess so ah there's some nice places depending of course and the weather outside is always better um there's this uh guard big garden colby the english gardening english got
","uh let's see like we were talking about munich i guess so ah there's some nice places depending of course the weather outside is always better um this is a a guard big garden colby the english gardening english
","['munich', 'colby', [], []]","['munich', 'colby', []]",['colby'],['munich'],[],let's see. like. we we're talking about munich i guess so. there're some nice places depending of course on the weather. outside is always better. there is this big garden called the the english garden der englischer garten.,[],"['munich', 'the english garden', 'der englischer garten']",[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_090203_103772,"which is really nice uh lot of trees and a lot of open spaces and a lot of areas where you can just talk freely and then people are not too too nosy and then when you know not listening in know what you're saying
","which is really nice a lot of trees a lot of open spaces and a lot of areas where you can just talk freely and then people are not too too nosy and then when you know not listening you know what you're saying
",,,[],[],[],which is really nice. a lot of trees. a lot of open spaces and a lot of areas where you can just talk freely and and people are not too too nosy and and not listening in on what you're saying.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_103912_113065,"uh yeah it's it's actually quite nice you know a couple beers and maybe from the supermarket before and we sit down somewhere uh yeah and chat about business
","uh yeah it's it's actually quite nice you know a couple of beers and maybe from the supermarket before and we sit down somewhere uh yeah and chat about business
",,,[],[],[],yeah it's actually quite nice you know. a couple of beers maybe the supermarket before and we sit down somewhere yeah and chat about business.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_114200_115425,"yeah okay
","yeah okay
",,,[],[],[],yeah? okay?,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_117070_122065,"no no no that's i mean unless they're planting cameras and trees now
","no no no that's i mean unless they're planting cameras and trees now
",,,[],[],[],no no. that's i mean unless they're planting cameras in trees now.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_122369_127303,"uh or have grown fly around i mean who knows you never know what these guys are up to
","are have grown fly around i mean who knows you never know what these guys are up to
",,,[],[],[],or have drones fly around. i mean who knows. you never know what these guys are up to.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_127708_134827,"but no this is actually quite nice this is a big old treat that everybody in the business knows
","uh but no this is actually quite nice this is a big old treat that everybody in the business knows
",,,[],[],[],but. no this is actually quite nice. there is this big old tree that everybody in the business knows.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_135186_137712,"uh it's uh it's an old oak tree
","uh it's a it's an old old tree
",,,[],[],[],it's it's an old oak tree.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_138170_144014,"uh and it's actually uh so that you know some people who who who know what we're doing
","uh and it's actually uh you know some people who who who know what we're doing
",,,[],[],[],and it's actually you know some people who who who know what we're doing,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_144396_149546,"uh have been using that on occasion and i think this would also be nice place to meet uh
","uh have been using that on occasion i think this would also be a nice place to meet uh
",,,[],[],[],have been using that on ocasion. and i think this would also be a nice place to meet.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_149690_152569,"so great right to know this this this sounds pretty good
","so great right now this this this sounds pretty good
",,,[],[],[],so great. right? no this is. this sounds really good.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_152607_157202,"um i'm not sure about the winter so we know the the location but we could meet
","um i'm not sure about the winter so we know ah the the location but we could meet
",,,[],[],[],i'm not sure about the when we know the the location where we could meet.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_157508_161525,"um i would say uh it's nice to have to sunset
","um i would say uh it's nice to have the sunset
",,,[],[],[],i would say it's nice to have the sun set.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_162010_167354,"this area so we should think about something i don't know five or six
","this area so we should think about something i don't know five or six
","[[], []]","[[], []]",[],[],[],at this area. so we should think about something i don't know five or six.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_168160_169065,,,,,[],[],[],yeah.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_169716_170501,,"yeah
",,,[],[],[],,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_171535_172695,"romantic evening
","romantic evening
",,,[],[],[],a romantic evening.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_175486_183716,"no m- romantic evening maybe i can get some of my uh girlfriend's also to join us than i think this might be more interesting human
","know romantic evening maybe i can get some of my uh girlfriend's also to join us than i think this might be more interesting human
",,,[],[],[],no. romantic evening. maybe i can get some of my girlfriends also to join us then i think this might be a more interesting event.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_184930_185455,,"yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_190030_191565,"oh okay
","oh okay
",,,[],[],[],okay,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_193340_201122,"yeah i i heard about some blonde girl i dunno if that's her but anyway we'll find out you sounds like a plan i mean it sounds really good
","yeah i i heard about some blonde girl i don't know if that's her but anyway we'll find out yeah sounds like a plan i mean it sounds really good
",,,[],[],[],yeah i i heard about some blond girl i don't know if that's her but anyway we'll find out. yeah. sounds like a plan now. it's sounds really good.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_201476_205442,"and uh you know the ladies also have their own you know hobbies
","and uh you know the ladies also have their own you know hobbies
",,,[],[],[],and you know the ladies also have their own you know hobbies.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_205481_209190,"and and be be wanna try some of our stuff anyway well we're there
","and and be be wanna try some of our stuff anyway we're there
",,,[],[],[],and maybe wanna try some of our stuff anyway while we're there.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_209258_215335,"and then when they're doing this we can you know maybe talk business at the same time ah yeah no
","and then when they're doing this we can you know maybe talk business at the same time ah yeah no
",,,[],[],[],and then when they're doing this we can you know maybe talk business at the same time yeah. no?,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_218790_225187,"yeah yeah maybe that's yeah that's decide on you know let's decide on the spot and see who we can get there
","yeah yeah maybe that's yeah that's decide on the side of the spot and see who we can get there
",,,[],[],[],yeah. yeah. maybe that's. yeah. let's decide on you know let's decide on the spot and see who we can get there.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_225273_229004,"but uh if we can be done in the english and gardening
","but uh discarding it can be done in the english and gardening
",[[]],[[]],[],[],[],but this garden. if we can meet in in the englischen garten.,[],['the englischen garten'],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_229269_234725,"i think is a good place because it's so open and so why you know it's uh it's nice
","i think is is a good place because it's so open it's so wide you know it's uh it's nice
",,,[],[],[],i think is is a good place. because it's so open and so wide you know. it's it's nice.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_235480_236815,"nice environment
","nice environment
",,,[],[],[],nice environment.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_245380_246881,"yeah i'll look it up
","yeah i'll look it up
",,,[],[],[],yeah. i'll look i up.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_247044_254588,"yeah i'll look it up on google maps and and actually create google map for you and send you the the map with the it so you know
","yeah i'll look it up on google maps and and actually created google map for you and send you the the map with the coordinate so you know
",,,[],[],[],yeah. i'll look it up on google maps and and actually create a google map for you and send you the the map with the coordinates so you know,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_254910_259939,"you know this tree uh it's easier to find i i cannot describe it and i don't want to describe it
","you know the street uh it's easier to find i i cannot describe it and i don't want to describe it
",,,[],[],[],you know this tree. it's easier to find i i cannot describe it and i don't want to describe it.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_260056_262453,"uh i'll send you the court and that's uh
","uh i'll send you the court and that's uh
",,,[],[],[],i'll send you the coordinates.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_262596_266763,"on on the on maps and they'll send you that map maybe an image of it or so uh
","on on the on the map and they'll send you the map maybe an image of it or so uh
",,,[],[],[],on on on a map. and i'll send you that map. maybe an image of it or so.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_267099_269246,"or reference to uncle matt
","or restaurants to uncle matt
",['matt'],['matt'],['matt'],[],[],or a reference to it on google maps.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_269510_269935,"yeah
","yeah
",,,[],[],[],yeah?,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_271271_273286,"okay sounds very good
","okay sounds very good
",,,[],[],[],okay. sounds very good.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_274300_275135,"okay cool
","okay cool
",,,[],[],[],okay. cool.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_277820_282232,"no i think this this is it i think it's good to meet in person
","no i think this this is it i think it's good to meet in person
",,,[],[],[],no i think this this is it. i thinks it's good to meet in person.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_282331_285965,"uh it says you know this business is about trust after all
","uh it says you know this business is about trust after all
",,,[],[],[],it's you know this business is about trust after all.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_286115_292444,"and we can't rely on all of those electronic things all the time i think you know there's nothing like personal contact
","and we can't rely on all of those things all the time i think you know there's nothing like personal contact
",,,[],[],[],and we can't rely on all of those electronic things all the time i think. you know. there's nothing like personal contact.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_292770_293899,"and uh
","and uh
",,,[],[],[],and it's,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_294930_299495,"exactly so in my old fashioned old fashioned absolutely
","exactly so in my old fashioned old fashioned absolutely
",,,[],[],[],so am i. old-fashioned. old-fashioned. absolutely.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_300240_308074,"no great so so one of the next in the next few days i would say sunsets uh weather forecast is good
","no great so so one of the next the next few days i would say sunsets uh weather forecast is good
",[[]],[[]],[],[],['the next few days'],no. great. so so one of the next in the next few days i would say and sun sets weather forecast is good.,[],[],['the next few days']
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_308131_312171,"so we will be able to choose days i'll let you i'll drop fiennes m._s.
","so we will be able to choose days i'll let you i'll drop ins ins
",,,[],[],[],so we we'll be able to choose days i'll let you i'll drop you an s m s,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_312217_316924,"i still have some other business to attend to and a couple of people are waiting for my calls
","i still have some other business to attend to and a couple of people are waiting for my calls
",,,[],[],[],i still have some other business to attend to and and a couple of people are waiting for my calls.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_316992_326365,"once i i i'm clear with them i'll let you know which of the next couple of days as possible for me and i i think you have time anyway right basically
","once i i'm familiar with them that you know which of the next couple of days as possible for me and i i think you have time anyway right basically
",[[]],[[]],[],[],['the next couple of days'],once i i i'm clear with them i'll let you know which of the next let's say couple of days is possible for me and i i think you have time anyway. right? basically.,[],[],['couple of days']
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_327589_335575,"the sooner the better absolutely okay i'll get back to your shorts on that and i'm looking forward to today it's gonna be fought all right
","sooner or later absolutely okay i'll get back to your shorts on that too and i'm looking forward to today it's gonna be fun all right
",,,[],[],[],the sooner the better. absolutely. okay. i'll get back to you shortly on that and i'm looking forward to to that. 's gonna be fun. alright?,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_336070_338125,"take care bye bye
","take care bye bye
",,,[],[],[],take care. bye. bye.,[],[],[]
de03M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_B_020230_028325,"hi hi it's me it's knee high i've been trying to call you sorry sorry uh uh yeah i just wanted to know how things are
","hi it's nice it's nice i've been trying to call you sorry sorry uh uh yeah i just wanted to know how things are
",,,[],[],[],hi. hi. it's me. hi it's me. hi it's me i've been trying to call you. sorry. sorry yeah i just wanted to know how things are.,[],[],[]
de03M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_B_034450_035255,"yeah
","yeah
",,,[],[],[],yeah?,[],[],[]
de03M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_B_047410_049305,"uh yeah
","uh yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_B_051370_052405,"okay okay
","okay okay
",,,[],[],[],okay. okay.,[],[],[]
de03M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_B_054040_057115,"okay but you in germany now yes
","okay but you in germany now yes
",['germany'],['germany'],[],['germany'],[],okay. but you're in germany now yes?,[],['germany'],[]
de03M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_B_058180_071974,"oh okay okay great okay cool cool no sorry sorry i missed that call 'em so yeah definitely not be interested to meat absolutely absolutely and uh of course it's always better to talk about these things in person
","oh okay okay great a cool cool no sorry sorry i missed that call 'em so yeah definitely i'd be interested to meet absolutely absolutely and uh of course it's always better to talk about these things in person
",,,[],[],[],okay okay. great hey cool. cool. no. that's. sorry. sorry. missed that call so yeah definitely. i'd be interested to meet. absolutely. absolutely. and of course it's always better to talk about these things in person.,[],[],[]
de03M-kvjlmcgy--zn2yv4-19zxkdrnrc91h-9ssy0e_UDP-0_RTP_1_B_073080_089814,"uh let's see like we were talking about munich i guess so ah there's some nice places depending of course and the weather outside is always better um there's this uh guard big garden colby the english gardening english got
","uh let's see like we were talking about munich i guess so ah there's some nice places depending of course the weather outside is always better um this is a a guard big garden colby the english gardening english
","['munich', 'colby', [], []]","['munich', 'colby', []]",['colby'],['munich'],[],let's see. like. we we're talking about munich i guess so. there're some nice places depending of course on the weather. outside is always better. there is this big garden called the the english garden der englische garten.,[],"['munich', 'the english garden', 'der englische garten']",[]
